id,products,total,discountedTotal,userId,totalProducts,totalQuantity
28,"[{'id': 182, 'title': 'Green Crystal Earring', 'price': 29.99, 'quantity': 5, 'total': 149.95, 'discountPercentage': 15.24, 'discountedTotal': 127.1, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/thumbnail.webp'}, {'id': 64, 'title': 'Knife', 'price': 14.99, 'quantity': 2, 'total': 29.98, 'discountPercentage': 18.86, 'discountedTotal': 24.33, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp'}, {'id': 46, 'title': 'Plant Pot', 'price': 14.99, 'quantity': 3, 'total': 44.97, 'discountPercentage': 6.84, 'discountedTotal': 41.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp'}, {'id': 185, 'title': 'Black & Brown Slipper', 'price': 19.99, 'quantity': 5, 'total': 99.94999999999999, 'discountPercentage': 3.33, 'discountedTotal': 96.62, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/thumbnail.webp'}, {'id': 175, 'title': 'White Faux Leather Backpack', 'price': 39.99, 'quantity': 3, 'total': 119.97, 'discountPercentage': 15.2, 'discountedTotal': 101.73, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp'}, {'id': 81, 'title': 'Lenovo Yoga 920', 'price': 1099.99, 'quantity': 5, 'total': 5499.95, 'discountPercentage': 6.55, 'discountedTotal': 5139.7, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp'}]",5944.77,5531.37,28,6,23
29,"[{'id': 174, 'title': 'Prada Women Bag', 'price': 599.99, 'quantity': 3, 'total': 1799.97, 'discountPercentage': 14.09, 'discountedTotal': 1546.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp'}, {'id': 102, 'title': 'Apple Airpower Wireless Charger', 'price': 79.99, 'quantity': 5, 'total': 399.95, 'discountPercentage': 4.48, 'discountedTotal': 382.03, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpower-wireless-charger/thumbnail.webp'}, {'id': 48, 'title': 'Bamboo Spatula', 'price': 7.99, 'quantity': 5, 'total': 39.95, 'discountPercentage': 2.84, 'discountedTotal': 38.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp'}, {'id': 141, 'title': 'Basketball Rim', 'price': 39.99, 'quantity': 3, 'total': 119.97, 'discountPercentage': 7.74, 'discountedTotal': 110.68, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp'}]",2359.84,2077.88,29,4,16
30,"[{'id': 143, 'title': 'Cricket Bat', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 3.29, 'discountedTotal': 29, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/thumbnail.webp'}, {'id': 135, 'title': 'Vivo V9', 'price': 299.99, 'quantity': 2, 'total': 599.98, 'discountPercentage': 17.67, 'discountedTotal': 493.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/thumbnail.webp'}, {'id': 126, 'title': 'Oppo F19 Pro Plus', 'price': 399.99, 'quantity': 1, 'total': 399.99, 'discountPercentage': 18.64, 'discountedTotal': 325.43, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/thumbnail.webp'}, {'id': 77, 'title': 'Yellow Peeler', 'price': 5.99, 'quantity': 1, 'total': 5.99, 'discountPercentage': 12.48, 'discountedTotal': 5.24, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/thumbnail.webp'}, {'id': 3, 'title': 'Powder Canister', 'price': 14.99, 'quantity': 5, 'total': 74.95, 'discountPercentage': 9.84, 'discountedTotal': 67.57, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/powder-canister/thumbnail.webp'}, {'id': 170, 'title': 'Durango SXT RWD', 'price': 36999.99, 'quantity': 5, 'total': 184999.94999999998, 'discountPercentage': 16.44, 'discountedTotal': 154585.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp'}]",186110.85,155507.16,30,6,15
31,"[{'id': 2, 'title': 'Eyeshadow Palette with Mirror', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 18.19, 'discountedTotal': 32.71, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp'}, {'id': 16, 'title': 'Apple', 'price': 1.99, 'quantity': 1, 'total': 1.99, 'discountPercentage': 12.62, 'discountedTotal': 1.74, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp'}, {'id': 54, 'title': 'Citrus Squeezer Yellow', 'price': 8.99, 'quantity': 3, 'total': 26.97, 'discountPercentage': 12.1, 'discountedTotal': 23.71, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp'}, {'id': 187, 'title': 'Golden Shoes Woman', 'price': 49.99, 'quantity': 3, 'total': 149.97, 'discountPercentage': 13.93, 'discountedTotal': 129.08, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp'}, {'id': 106, 'title': 'Apple Watch Series 4 Gold', 'price': 349.99, 'quantity': 3, 'total': 1049.97, 'discountPercentage': 12.02, 'discountedTotal': 923.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp'}]",1268.88,1111.0,31,5,12
32,"[{'id': 21, 'title': 'Cucumber', 'price': 1.49, 'quantity': 5, 'total': 7.45, 'discountPercentage': 0.16, 'discountedTotal': 7.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp'}, {'id': 181, 'title': 'Marni Red & Black Suit', 'price': 179.99, 'quantity': 1, 'total': 179.99, 'discountPercentage': 19.02, 'discountedTotal': 145.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp'}]",187.44,153.2,32,2,6
33,"[{'id': 175, 'title': 'White Faux Leather Backpack', 'price': 39.99, 'quantity': 1, 'total': 39.99, 'discountPercentage': 15.2, 'discountedTotal': 33.91, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp'}, {'id': 127, 'title': 'Oppo K1', 'price': 299.99, 'quantity': 4, 'total': 1199.96, 'discountPercentage': 18.29, 'discountedTotal': 980.49, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/thumbnail.webp'}, {'id': 38, 'title': 'Rice', 'price': 5.99, 'quantity': 3, 'total': 17.97, 'discountPercentage': 9.29, 'discountedTotal': 16.3, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp'}, {'id': 14, 'title': 'Knoll Saarinen Executive Conference Chair', 'price': 499.99, 'quantity': 5, 'total': 2499.95, 'discountPercentage': 2.01, 'discountedTotal': 2449.7, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp'}, {'id': 43, 'title': 'Decoration Swing', 'price': 59.99, 'quantity': 5, 'total': 299.95, 'discountPercentage': 10.41, 'discountedTotal': 268.73, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp'}, {'id': 169, 'title': 'Dodge Hornet GT Plus', 'price': 24999.99, 'quantity': 5, 'total': 124999.95000000001, 'discountPercentage': 2.63, 'discountedTotal': 121712.45, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp'}]",129057.77,125461.58,33,6,23
34,"[{'id': 136, 'title': 'Vivo X21', 'price': 499.99, 'quantity': 2, 'total': 999.98, 'discountPercentage': 17.41, 'discountedTotal': 825.88, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp'}, {'id': 100, 'title': 'Apple Airpods', 'price': 129.99, 'quantity': 3, 'total': 389.97, 'discountPercentage': 15.54, 'discountedTotal': 329.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp'}, {'id': 154, 'title': 'Black Sun Glasses', 'price': 29.99, 'quantity': 3, 'total': 89.97, 'discountPercentage': 4.94, 'discountedTotal': 85.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/thumbnail.webp'}]",1479.92,1240.78,34,3,8
35,"[{'id': 69, 'title': 'Plate', 'price': 3.99, 'quantity': 2, 'total': 7.98, 'discountPercentage': 7.31, 'discountedTotal': 7.4, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/thumbnail.webp'}, {'id': 54, 'title': 'Citrus Squeezer Yellow', 'price': 8.99, 'quantity': 1, 'total': 8.99, 'discountPercentage': 12.1, 'discountedTotal': 7.9, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp'}, {'id': 181, 'title': 'Marni Red & Black Suit', 'price': 179.99, 'quantity': 3, 'total': 539.97, 'discountPercentage': 19.02, 'discountedTotal': 437.27, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp'}, {'id': 55, 'title': 'Egg Slicer', 'price': 6.99, 'quantity': 4, 'total': 27.96, 'discountPercentage': 14.76, 'discountedTotal': 23.83, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/thumbnail.webp'}, {'id': 38, 'title': 'Rice', 'price': 5.99, 'quantity': 3, 'total': 17.97, 'discountPercentage': 9.29, 'discountedTotal': 16.3, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp'}, {'id': 67, 'title': 'Mug Tree Stand', 'price': 15.99, 'quantity': 1, 'total': 15.99, 'discountPercentage': 9.25, 'discountedTotal': 14.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp'}]",618.86,507.21,35,6,14
36,"[{'id': 3, 'title': 'Powder Canister', 'price': 14.99, 'quantity': 3, 'total': 44.97, 'discountPercentage': 9.84, 'discountedTotal': 40.54, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/powder-canister/thumbnail.webp'}, {'id': 138, 'title': 'Baseball Ball', 'price': 8.99, 'quantity': 2, 'total': 17.98, 'discountPercentage': 1.71, 'discountedTotal': 17.67, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/thumbnail.webp'}, {'id': 72, 'title': 'Slotted Turner', 'price': 8.99, 'quantity': 4, 'total': 35.96, 'discountPercentage': 13.35, 'discountedTotal': 31.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp'}]",98.91,89.37,36,3,9
37,"[{'id': 141, 'title': 'Basketball Rim', 'price': 39.99, 'quantity': 3, 'total': 119.97, 'discountPercentage': 7.74, 'discountedTotal': 110.68, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp'}, {'id': 41, 'title': 'Tissue Paper Box', 'price': 2.49, 'quantity': 4, 'total': 9.96, 'discountPercentage': 13.28, 'discountedTotal': 8.64, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp'}]",129.93,119.32,37,2,7
38,"[{'id': 110, 'title': 'Selfie Lamp with iPhone', 'price': 14.99, 'quantity': 2, 'total': 29.98, 'discountPercentage': 19.4, 'discountedTotal': 24.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/thumbnail.webp'}, {'id': 161, 'title': 'Samsung Galaxy Tab White', 'price': 349.99, 'quantity': 1, 'total': 349.99, 'discountPercentage': 18.2, 'discountedTotal': 286.29, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/thumbnail.webp'}, {'id': 110, 'title': 'Selfie Lamp with iPhone', 'price': 14.99, 'quantity': 2, 'total': 29.98, 'discountPercentage': 19.4, 'discountedTotal': 24.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/thumbnail.webp'}]",409.95,334.61,38,3,5
39,"[{'id': 148, 'title': 'Golf Ball', 'price': 9.99, 'quantity': 2, 'total': 19.98, 'discountPercentage': 17.37, 'discountedTotal': 16.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/thumbnail.webp'}, {'id': 177, 'title': ""Black Women's Gown"", 'price': 129.99, 'quantity': 2, 'total': 259.98, 'discountPercentage': 10.48, 'discountedTotal': 232.73, 'thumbnail': ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/thumbnail.webp""}]",279.96,249.24,39,2,4
40,"[{'id': 154, 'title': 'Black Sun Glasses', 'price': 29.99, 'quantity': 3, 'total': 89.97, 'discountPercentage': 4.94, 'discountedTotal': 85.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/thumbnail.webp'}, {'id': 77, 'title': 'Yellow Peeler', 'price': 5.99, 'quantity': 4, 'total': 23.96, 'discountPercentage': 12.48, 'discountedTotal': 20.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/thumbnail.webp'}, {'id': 6, 'title': 'Calvin Klein CK One', 'price': 49.99, 'quantity': 3, 'total': 149.97, 'discountPercentage': 1.89, 'discountedTotal': 147.14, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp'}]",263.9,253.64,40,3,10
41,"[{'id': 38, 'title': 'Rice', 'price': 5.99, 'quantity': 5, 'total': 29.950000000000003, 'discountPercentage': 9.29, 'discountedTotal': 27.17, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp'}, {'id': 97, 'title': 'Rolex Datejust', 'price': 10999.99, 'quantity': 2, 'total': 21999.98, 'discountPercentage': 3.73, 'discountedTotal': 21179.38, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp'}, {'id': 139, 'title': 'Baseball Glove', 'price': 24.99, 'quantity': 4, 'total': 99.96, 'discountPercentage': 2.9, 'discountedTotal': 97.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/thumbnail.webp'}, {'id': 7, 'title': 'Chanel Coco Noir Eau De', 'price': 129.99, 'quantity': 4, 'total': 519.96, 'discountPercentage': 16.51, 'discountedTotal': 434.11, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp'}, {'id': 95, 'title': 'Rolex Cellini Date Black Dial', 'price': 8999.99, 'quantity': 3, 'total': 26999.97, 'discountPercentage': 8.88, 'discountedTotal': 24602.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp'}]",49649.82,46340.09,41,5,18
42,"[{'id': 148, 'title': 'Golf Ball', 'price': 9.99, 'quantity': 5, 'total': 49.95, 'discountPercentage': 17.37, 'discountedTotal': 41.27, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/thumbnail.webp'}, {'id': 17, 'title': 'Beef Steak', 'price': 12.99, 'quantity': 4, 'total': 51.96, 'discountPercentage': 9.61, 'discountedTotal': 46.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/beef-steak/thumbnail.webp'}, {'id': 179, 'title': 'Corset With Black Skirt', 'price': 79.99, 'quantity': 2, 'total': 159.98, 'discountPercentage': 15.06, 'discountedTotal': 135.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp'}, {'id': 164, 'title': 'Gray Dress', 'price': 34.99, 'quantity': 3, 'total': 104.97, 'discountPercentage': 14.28, 'discountedTotal': 89.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp'}, {'id': 7, 'title': 'Chanel Coco Noir Eau De', 'price': 129.99, 'quantity': 2, 'total': 259.98, 'discountPercentage': 16.51, 'discountedTotal': 217.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp'}]",626.84,531.17,42,5,16
43,"[{'id': 88, 'title': 'Nike Air Jordan 1 Red And Black', 'price': 149.99, 'quantity': 5, 'total': 749.95, 'discountPercentage': 4.12, 'discountedTotal': 719.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp'}, {'id': 13, 'title': 'Bedside Table African Cherry', 'price': 299.99, 'quantity': 2, 'total': 599.98, 'discountPercentage': 19.09, 'discountedTotal': 485.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp'}, {'id': 90, 'title': 'Puma Future Rider Trainers', 'price': 89.99, 'quantity': 3, 'total': 269.96999999999997, 'discountPercentage': 4.2, 'discountedTotal': 258.63, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp'}, {'id': 61, 'title': 'Hand Blender', 'price': 34.99, 'quantity': 2, 'total': 69.98, 'discountPercentage': 17.02, 'discountedTotal': 58.07, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp'}]",1689.88,1521.19,43,4,12
44,"[{'id': 74, 'title': 'Spoon', 'price': 4.99, 'quantity': 4, 'total': 19.96, 'discountPercentage': 1.53, 'discountedTotal': 19.65, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp'}, {'id': 115, 'title': 'MotoGP CI.H1', 'price': 14999.99, 'quantity': 3, 'total': 44999.97, 'discountPercentage': 6.92, 'discountedTotal': 41885.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/thumbnail.webp'}, {'id': 142, 'title': 'Cricket Ball', 'price': 12.99, 'quantity': 1, 'total': 12.99, 'discountPercentage': 8.63, 'discountedTotal': 11.87, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp'}, {'id': 40, 'title': 'Strawberry', 'price': 3.99, 'quantity': 3, 'total': 11.97, 'discountPercentage': 1.12, 'discountedTotal': 11.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/strawberry/thumbnail.webp'}, {'id': 132, 'title': 'Samsung Galaxy S8', 'price': 499.99, 'quantity': 4, 'total': 1999.96, 'discountPercentage': 19.45, 'discountedTotal': 1610.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp'}, {'id': 22, 'title': 'Dog Food', 'price': 10.99, 'quantity': 1, 'total': 10.99, 'discountPercentage': 10.27, 'discountedTotal': 9.86, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/dog-food/thumbnail.webp'}]",47055.84,43550.16,44,6,16
45,"[{'id': 168, 'title': 'Charger SXT RWD', 'price': 32999.99, 'quantity': 4, 'total': 131999.96, 'discountPercentage': 8.23, 'discountedTotal': 121136.36, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/thumbnail.webp'}, {'id': 29, 'title': 'Juice', 'price': 3.99, 'quantity': 3, 'total': 11.97, 'discountPercentage': 12.06, 'discountedTotal': 10.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/juice/thumbnail.webp'}, {'id': 30, 'title': 'Kiwi', 'price': 2.49, 'quantity': 3, 'total': 7.470000000000001, 'discountPercentage': 15.22, 'discountedTotal': 6.33, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp'}, {'id': 156, 'title': 'Green and Black Glasses', 'price': 34.99, 'quantity': 4, 'total': 139.96, 'discountPercentage': 1.01, 'discountedTotal': 138.55, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp'}, {'id': 72, 'title': 'Slotted Turner', 'price': 8.99, 'quantity': 2, 'total': 17.98, 'discountPercentage': 13.35, 'discountedTotal': 15.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp'}, {'id': 75, 'title': 'Tray', 'price': 16.99, 'quantity': 5, 'total': 84.94999999999999, 'discountPercentage': 7.48, 'discountedTotal': 78.6, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/thumbnail.webp'}]",132262.29,121385.95,45,6,21
46,"[{'id': 21, 'title': 'Cucumber', 'price': 1.49, 'quantity': 5, 'total': 7.45, 'discountPercentage': 0.16, 'discountedTotal': 7.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp'}, {'id': 121, 'title': 'iPhone 5s', 'price': 199.99, 'quantity': 3, 'total': 599.97, 'discountPercentage': 12.91, 'discountedTotal': 522.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/thumbnail.webp'}, {'id': 96, 'title': 'Rolex Cellini Moonphase', 'price': 12999.99, 'quantity': 5, 'total': 64999.95, 'discountPercentage': 17.52, 'discountedTotal': 53611.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp'}, {'id': 14, 'title': 'Knoll Saarinen Executive Conference Chair', 'price': 499.99, 'quantity': 4, 'total': 1999.96, 'discountPercentage': 2.01, 'discountedTotal': 1959.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp'}]",67607.33,56101.67,46,4,17
